,Name,Wins,Losses,Draws,Stance,Reach (inches),Weight (pounds),Height (inches),Significant Strikes Landed per Minute,Significant Striking Accuracy,Significant Strikes Absorbed per Minute,Significant Strike Defence (the percentage of opponents strikes that did not land),Average Takedowns Landed per 15 minutes,Takedown Accuracy,Takedown Defense (the percentage of opponents TD attempts that did not land),Average Submissions Attempted per 15 minutes
1937,Anderson Silva,34,11,0,Southpaw,77.0,185.0,74.0,3.05,0.61,2.05,0.6,0.5,0.77,0.69,0.8
1938,Wanderlei Silva,35,13,1,Orthodox,74.0,205.0,71.0,2.79,0.4,2.19,0.6,0.97,0.53,0.62,0.6
1939,Thiago Silva,19,6,0,Orthodox,74.0,205.0,74.0,3.92,0.5,2.55,0.67,1.03,0.47,0.7,0.7
1940,Antonio Silva,19,12,1,Orthodox,82.0,264.0,76.0,2.89,0.45,3.09,0.5,0.82,0.29,0.66,0.8
1941,Erick Silva,19,9,0,Orthodox,74.0,170.0,72.0,2.5,0.48,4.18,0.49,0.85,0.35,0.56,1.4
1942,Leandro Silva,20,6,1,Orthodox,72.0,155.0,69.0,2.39,0.48,2.08,0.63,1.76,0.37,0.65,0.4
1943,Claudio Silva,14,4,0,Southpaw,71.0,170.0,71.0,2.48,0.42,3.0,0.46,2.85,0.26,0.44,1.1
1944,Joaquim Silva,13,6,0,Southpaw,69.0,155.0,68.0,3.66,0.43,4.53,0.53,0.39,0.5,0.69,0.8
1945,Felipe Silva,8,2,0,Orthodox,77.0,155.0,72.0,5.4,0.5,1.8,0.59,1.0,1.0,0.71,0.0
1946,Bruno Silva,14,6,2,Orthodox,65.0,125.0,64.0,3.32,0.48,3.14,0.58,2.26,0.28,0.6,0.2
1947,Bruno Silva,23,12,0,Orthodox,74.0,185.0,72.0,3.85,0.47,5.28,0.41,0.78,0.23,0.74,0.0
1948,Gabriel Silva,8,2,0,Orthodox,71.0,135.0,66.0,1.3,0.34,3.47,0.45,1.5,0.25,0.38,0.5
1949,Jacob Silva,6,4,0,Orthodox,67.0,125.0,65.0,4.17,0.44,4.92,0.56,1.51,1.0,0.66,0.0
1950,Natalia Silva,18,5,1,Southpaw,65.0,125.0,64.0,5.19,0.47,2.35,0.64,0.4,0.25,0.91,0.0
1951,Jansey Silva,7,2,0,Orthodox,67.0,185.0,74.0,0.46,0.4,2.32,0.33,0.0,0.0,0.0,0.0
1952,Maria Silva,8,1,0,Orthodox,64.0,115.0,63.0,3.0,0.57,1.13,0.62,2.0,1.0,0.55,0.5
1953,Karine Silva,18,5,0,Orthodox,67.0,125.0,65.0,3.04,0.38,3.14,0.47,2.79,0.5,0.0,1.9
1954,Erik Silva,9,3,0,Orthodox,71.0,145.0,69.0,2.07,0.7,1.57,0.4,3.76,0.8,0.62,0.0
1955,Janaina Silva,5,1,0,Orthodox,60.0,115.0,61.0,0.0,0.0,1.5,0.62,0.0,0.0,0.0,0.0
1956,Jhonata Silva,8,2,0,Orthodox,66.0,125.0,65.0,4.86,0.52,9.85,0.44,0.0,0.0,0.0,0.0
1957,Jean Silva,14,2,0,Orthodox,69.0,145.0,67.0,5.37,0.52,4.43,0.57,0.81,0.5,0.8,0.0
1958,Danny Silva,9,1,0,Switch,70.0,145.0,71.0,8.3,0.58,9.47,0.59,3.0,0.5,1.0,0.5
1959,Douglas Silva de Andrade,29,6,0,Orthodox,68.0,135.0,67.0,3.54,0.38,3.93,0.57,0.55,0.42,0.72,0.2
1960,Elias Silverio,13,3,0,Orthodox,73.0,155.0,71.0,3.67,0.49,2.97,0.51,1.62,0.38,0.85,0.2
1961,Sim Kai Xiong,5,1,0,Orthodox,66.0,125.0,65.0,3.19,0.63,4.56,0.47,6.84,0.28,0.0,0.0
1962,Jamey Simmons,7,4,0,Orthodox,70.0,135.0,66.0,0.79,0.21,1.92,0.74,0.0,0.0,0.5,0.0
1963,Ricky Simon,20,6,0,Orthodox,69.0,135.0,66.0,2.99,0.43,3.84,0.61,5.2,0.44,0.75,0.3
1964,Aaron Simpson,12,5,0,Orthodox,73.0,170.0,72.0,3.6,0.52,2.53,0.56,3.78,0.34,0.83,0.5
1965,Tony Sims,12,4,0,Southpaw,70.0,155.0,71.0,1.81,0.63,0.76,0.65,0.71,0.5,0.5,0.7
1966,Everett Sims,4,1,0,Southpaw,77.0,260.0,77.0,0.81,0.66,2.19,0.3,0.0,0.0,0.42,1.2
1967,Rory Singer,11,9,0,Orthodox,77.0,185.0,74.0,2.55,0.39,2.42,0.63,0.39,0.25,0.64,0.8
1968,Rana Rudra Pratap Singh,11,2,0,Orthodox,69.0,135.0,70.0,0.0,0.0,9.05,0.27,0.0,0.0,0.0,0.0
1969,Kiran Singh,7,4,0,Orthodox,65.0,115.0,61.0,0.0,0.0,19.51,0.23,0.0,0.0,0.0,0.0
1970,Elvis Sinosic,7,11,2,Orthodox,77.0,205.0,75.0,1.13,0.37,4.6,0.53,0.0,0.0,0.0,1.2
1971,Gian Siqueira,19,5,0,Orthodox,74.0,170.0,73.0,0.8,1.0,3.41,0.19,0.0,0.0,0.0,0.0
1972,Jeremia Siregar,6,3,0,Orthodox,63.0,125.0,62.0,2.8,0.42,7.37,0.29,0.0,0.0,0.75,0.0
1973,Dennis Siver,23,11,0,Orthodox,70.0,145.0,66.0,3.87,0.32,2.67,0.65,0.87,0.32,0.65,0.3
1974,Chas Skelly,19,3,0,Orthodox,72.0,145.0,71.0,2.01,0.4,3.21,0.49,1.74,0.34,0.39,2.3
1975,Scott Smith,18,11,0,Orthodox,70.0,185.0,72.0,1.9,0.27,5.87,0.5,0.12,0.06,0.58,0.5
1976,Trevor Smith,15,10,0,Orthodox,75.0,185.0,75.0,3.29,0.55,3.31,0.51,1.7,0.32,0.6,0.7
1977,Anthony Smith,38,21,0,Orthodox,76.0,205.0,76.0,3.2,0.49,4.88,0.45,0.44,0.23,0.5,0.6
1978,Colton Smith,7,4,0,Orthodox,71.0,155.0,72.0,1.64,0.41,2.3,0.51,4.09,0.36,0.25,1.4
1979,Leslie Smith,10,7,1,Orthodox,66.0,135.0,69.0,7.56,0.4,8.41,0.51,0.0,0.0,0.62,0.0
1980,Devonte Smith,11,4,0,Orthodox,76.0,155.0,69.0,4.55,0.53,3.91,0.49,0.35,0.25,0.85,0.3
1981,Cole Smith,7,2,0,Orthodox,67.0,135.0,71.0,1.78,0.35,1.96,0.49,1.67,0.33,0.45,1.7
1982,Nate Smith,6,1,0,Switch,69.0,125.0,66.0,1.28,0.38,2.04,0.35,0.0,0.0,0.33,2.3
1983,Braxton Smith,5,2,0,Orthodox,72.0,257.0,71.0,6.46,0.48,11.54,0.32,0.0,0.0,1.0,0.0
1984,Elijah Smith,7,1,0,Orthodox,71.0,135.0,69.0,5.0,0.41,5.07,0.43,5.0,0.45,1.0,1.0
1985,Jacobe Smith,9,0,0,Southpaw,72.0,170.0,70.0,6.95,0.76,1.39,0.54,13.26,0.87,0.0,0.0
1986,Dmitrii Smoliakov,9,3,0,Switch,74.0,253.0,74.0,1.44,0.42,3.81,0.55,0.0,0.0,0.75,0.0
1987,Louis Smolka,17,9,0,Orthodox,68.0,135.0,69.0,4.67,0.47,4.11,0.53,1.69,0.35,0.32,1.8
1988,Cameron Smotherman,12,4,0,Orthodox,69.0,135.0,69.0,6.25,0.37,4.56,0.6,0.0,0.0,0.5,0.0
1989,Shimon Smotritsky,8,2,0,Orthodox,74.0,170.0,74.0,3.52,0.34,8.67,0.56,3.52,0.33,0.5,0.0
1990,Richie Smullen,3,1,1,Orthodox,68.0,155.0,69.0,1.98,0.77,2.26,0.65,8.49,0.66,0.0,0.0
1991,Devin Smyth,4,2,0,Switch,72.0,170.0,70.0,2.6,0.68,6.73,0.25,4.0,0.26,1.0,0.0
1992,Peter Sobotta,17,7,1,Southpaw,75.0,170.0,72.0,2.14,0.4,2.9,0.58,1.53,0.32,0.77,0.5
1993,Renato Sobral,37,11,0,Orthodox,75.0,205.0,73.0,2.23,0.45,1.53,0.57,2.48,0.42,0.65,2.6
1994,Rameau Thierry Sokoudjou,18,18,0,Orthodox,78.0,205.0,70.0,2.26,0.45,2.61,0.56,1.93,0.47,0.78,0.9
1995,Alexander Soldatkin,14,4,0,Orthodox,75.0,250.0,74.0,1.16,0.6,1.35,0.26,1.45,0.5,0.5,0.0
1996,Joe Solecki,13,5,0,Orthodox,70.0,155.0,69.0,1.98,0.56,1.77,0.48,2.23,0.46,0.2,1.4
1997,Song Kenan,22,9,0,Orthodox,71.0,170.0,72.0,4.49,0.46,5.82,0.51,0.42,0.3,0.73,0.0
1998,Song Yadong,21,8,1,Orthodox,67.0,135.0,68.0,4.49,0.43,3.96,0.55,0.66,0.4,0.72,0.2
1999,YoungJae Song,6,1,1,Orthodox,70.0,145.0,67.0,3.33,0.58,2.33,0.55,0.0,0.0,0.45,0.0
2000,Emrah Sonmez,14,5,0,Orthodox,71.0,145.0,70.0,1.47,0.46,1.73,0.48,5.0,0.21,0.0,0.0
2001,Chael Sonnen,29,15,1,Southpaw,73.0,205.0,73.0,3.08,0.43,1.1,0.62,3.81,0.59,0.66,0.4
2002,Jin Soo Son,9,4,0,Orthodox,69.0,135.0,66.0,5.1,0.36,7.63,0.52,1.5,0.25,1.0,0.0
2003,Benardo Sopaj,11,3,0,Orthodox,66.0,135.0,66.0,3.06,0.52,4.56,0.53,3.06,0.75,0.5,0.0
2004,Sean Soriano,14,8,0,Orthodox,70.0,145.0,69.0,3.18,0.61,2.14,0.56,1.33,0.55,0.52,0.0
2005,Punahele Soriano,10,4,0,Southpaw,72.0,170.0,71.0,4.89,0.53,3.88,0.48,1.48,0.56,0.37,0.0
2006,Dmitry Sosnovskiy,11,0,0,Orthodox,77.0,240.0,75.0,2.95,0.7,2.53,0.35,3.16,0.66,1.0,3.2
2007,Ben Sosoli,7,3,0,Southpaw,72.0,265.0,72.0,2.31,0.31,4.3,0.47,0.0,0.0,0.0,0.0
2008,Krzysztof Soszynski,26,12,1,Open Stance,77.0,205.0,73.0,3.37,0.39,3.13,0.58,0.52,0.25,0.71,1.0
2009,George Sotiropoulos,14,7,0,Orthodox,71.0,155.0,70.0,2.61,0.27,2.52,0.67,2.32,0.31,0.53,1.6
2010,Greg Soto,9,4,0,Orthodox,73.0,170.0,71.0,3.21,0.63,2.61,0.52,1.49,0.27,0.44,1.0
2011,Joe Soto,18,7,0,Orthodox,65.0,135.0,66.0,3.36,0.41,5.37,0.67,0.85,0.21,0.7,1.9
2012,Andre Soukhamthath,13,8,0,Orthodox,70.0,135.0,69.0,2.77,0.44,4.31,0.49,1.25,0.53,0.58,0.2
2013,Mario Sousa,15,3,0,Orthodox,79.0,185.0,75.0,2.82,0.5,2.99,0.28,0.52,0.25,0.37,0.5
2014,Jacare Souza,26,10,0,Orthodox,72.0,185.0,73.0,2.53,0.47,2.83,0.62,2.57,0.39,0.57,1.3
2015,Edimilson Souza,15,5,0,Orthodox,74.0,145.0,72.0,4.65,0.44,2.91,0.58,0.0,0.0,0.5,0.0
2016,Livinha Souza,14,4,0,Orthodox,63.0,115.0,63.0,1.75,0.45,3.6,0.56,2.54,0.45,0.4,1.4
2017,Bruno Souza,10,3,0,Orthodox,70.0,145.0,70.0,3.73,0.39,5.3,0.45,0.5,0.16,0.6,0.0
2018,Ketlen Souza,15,4,0,Orthodox,63.0,115.0,63.0,5.11,0.66,3.49,0.56,0.76,0.5,0.62,0.8
2019,Heraldo Souza,9,2,1,Orthodox,73.0,185.0,71.0,1.62,0.33,1.62,0.5,0.0,0.0,0.0,0.0
2020,Ryan Spann,22,10,0,Orthodox,79.0,205.0,77.0,3.3,0.4,3.9,0.43,1.32,0.35,0.5,1.7
2021,Tommy Speer,21,7,0,Orthodox,71.0,170.0,70.0,2.56,0.51,5.12,0.35,2.02,0.33,0.33,0.0
2022,Sean Spencer,12,6,0,Orthodox,74.0,170.0,70.0,4.24,0.32,4.02,0.6,0.14,0.33,0.68,0.0
2023,Felicia Spencer,9,3,0,Orthodox,68.0,145.0,66.0,3.21,0.48,4.54,0.45,1.18,0.18,0.27,0.2
2024,Eric Spicely,12,6,0,Orthodox,73.0,185.0,73.0,3.71,0.45,5.72,0.55,1.31,0.2,0.75,1.0
2025,Daniel Spitz,6,3,0,Orthodox,82.0,245.0,79.0,2.6,0.35,5.3,0.46,0.74,0.66,0.0,0.0
2026,Serghei Spivac,17,4,0,Orthodox,78.0,260.0,75.0,3.51,0.49,3.72,0.5,4.63,0.65,0.7,0.7
2027,Daniel Spohn,15,6,0,Southpaw,79.0,205.0,76.0,2.42,0.49,1.6,0.53,0.0,0.0,0.28,2.5
2028,Austin Springer,12,4,0,Orthodox,71.0,145.0,68.0,3.54,0.57,3.15,0.41,3.37,0.4,1.0,0.8
2029,Georges St-Pierre,26,2,0,Orthodox,76.0,185.0,71.0,3.78,0.53,1.4,0.72,4.16,0.74,0.83,1.1
2030,Ron Stallings,14,8,0,Southpaw,75.0,170.0,74.0,3.22,0.6,3.26,0.51,0.0,0.0,0.71,0.0
2031,Cody Stamann,21,8,1,Orthodox,64.0,135.0,66.0,4.32,0.46,3.91,0.6,2.17,0.37,0.76,0.0
2032,Brian Stann,12,6,0,Orthodox,74.0,205.0,73.0,3.28,0.42,2.65,0.59,0.12,0.12,0.6,0.3
2033,Josh Stansbury,4,8,0,Orthodox,74.0,205.0,74.0,3.22,0.54,3.54,0.54,0.0,0.0,0.87,1.0
2034,Clifford Starks,13,3,0,Orthodox,78.0,185.0,72.0,1.94,0.33,2.49,0.58,1.94,1.0,0.6,0.0
2035,Kalib Starnes,17,11,1,Orthodox,74.0,185.0,75.0,2.71,0.48,4.43,0.53,1.46,0.33,0.25,0.6
2036,Laureano Staropoli,9,5,0,Orthodox,71.0,185.0,73.0,3.31,0.34,3.73,0.54,0.83,0.26,0.48,0.0
2037,Damian Stasiak,10,6,0,Orthodox,70.0,135.0,65.0,1.86,0.36,3.1,0.52,2.64,0.35,0.43,0.6
2038,Dominique Steele,14,9,0,Orthodox,74.0,170.0,70.0,2.32,0.49,2.42,0.5,2.95,0.42,0.76,0.0
2039,Ricky Steele,6,0,0,Orthodox,74.0,135.0,69.0,4.07,0.7,2.93,0.5,0.0,0.0,0.91,0.0
2040,Kody Steele,7,0,0,Orthodox,71.0,155.0,69.0,5.27,0.4,5.27,0.6,0.0,0.0,1.0,0.0
2041,Steve Steinbeiss,9,4,0,Orthodox,75.0,185.0,75.0,3.92,0.55,1.86,0.49,0.44,0.5,0.58,0.0
2042,Jeremy Stephens,28,19,0,Orthodox,71.0,145.0,69.0,3.17,0.4,3.05,0.58,1.16,0.38,0.65,0.4
2043,Aljamain Sterling,24,5,0,Orthodox,71.0,145.0,67.0,4.41,0.52,2.21,0.58,2.51,0.29,0.42,0.7
2044,Joe Stevenson,33,16,0,Orthodox,70.0,145.0,67.0,2.05,0.44,2.44,0.6,2.75,0.44,0.39,2.2
2045,Maia Stevenson,6,5,0,Orthodox,62.0,115.0,64.0,1.57,0.54,3.13,0.33,3.91,1.0,0.5,0.0
2046,Darren Stewart,12,8,0,Orthodox,74.0,205.0,72.0,3.05,0.45,3.29,0.48,1.75,0.45,0.67,0.1
2047,Kyle Stewart,11,3,0,Orthodox,76.0,170.0,72.0,1.41,0.35,2.42,0.43,1.32,0.2,0.6,0.0
2048,Navajo Stirling,6,0,0,Orthodox,79.0,205.0,76.0,7.07,0.68,3.4,0.48,0.0,0.0,1.0,0.0
2049,Lazar Stojadinovic,12,5,0,Southpaw,68.0,145.0,67.0,1.82,0.29,1.97,0.59,0.0,0.0,0.0,0.0
2050,Julija Stoliarenko,11,9,2,Orthodox,66.0,125.0,67.0,2.49,0.39,4.54,0.46,0.93,0.27,0.54,1.7
2051,Dustin Stoltzfus,16,6,0,Orthodox,75.0,185.0,72.0,3.47,0.44,3.29,0.46,2.31,0.41,0.46,1.1
2052,Niklas Stolze,12,6,0,Switch,74.0,155.0,73.0,2.12,0.48,2.25,0.49,0.66,1.0,0.55,0.7
2053,Ken Stone,11,4,0,Southpaw,71.0,135.0,68.0,3.85,0.49,2.9,0.48,1.24,0.33,0.6,0.6
2054,Rick Story,19,9,0,Southpaw,71.0,170.0,69.0,3.8,0.41,2.17,0.62,2.53,0.48,0.63,0.9
2055,Darko Stosic,13,4,0,Orthodox,76.0,205.0,72.0,2.61,0.45,4.04,0.58,3.42,0.5,0.83,0.0
2056,Sam Stout,20,12,1,Orthodox,70.0,155.0,69.0,4.17,0.28,4.08,0.57,0.63,0.38,0.77,0.1
2057,Jesse Strader,5,3,0,Orthodox,70.0,135.0,67.0,5.03,0.51,5.28,0.47,3.87,0.57,1.0,0.0
2058,Daniel Straus,24,7,0,,71.0,145.0,67.0,4.76,0.43,2.99,0.57,0.84,0.15,0.81,1.1
2059,Sean Strickland,29,6,0,Orthodox,76.0,185.0,73.0,6.01,0.42,4.48,0.61,0.78,0.64,0.77,0.2
2060,Mark Striegl,18,4,0,Southpaw,70.0,145.0,68.0,1.4,0.45,4.07,0.4,0.0,0.0,0.66,0.0
2061,Stefan Struve,33,13,0,Orthodox,84.0,265.0,83.0,3.12,0.47,4.04,0.46,0.56,0.46,0.55,1.7
2062,Tatiana Suarez,11,0,0,Southpaw,66.0,115.0,65.0,4.27,0.63,1.38,0.51,6.2,0.61,1.0,0.9
2063,Lucasz Sudolski,8,1,0,Orthodox,75.0,205.0,76.0,5.7,0.67,4.89,0.28,0.0,0.0,1.0,0.0
2064,George Sullivan,17,7,0,Orthodox,73.0,170.0,72.0,3.53,0.39,2.42,0.57,1.37,0.2,0.38,0.7
2065,Justin Sumter,7,3,0,Southpaw,80.0,185.0,74.0,2.68,0.48,7.64,0.34,2.87,1.0,0.0,0.0
2066, Sumudaerji,16,7,0,Southpaw,72.0,125.0,68.0,4.72,0.53,3.09,0.6,0.23,0.25,0.66,0.9
2067,Rama Supandhi,8,4,0,Southpaw,66.0,125.0,65.0,2.2,0.42,3.53,0.48,1.0,0.11,0.0,0.0
2068,Daniel Swain,20,10,1,Orthodox,70.0,145.0,69.0,0.8,0.44,3.2,0.4,0.0,0.0,0.0,6.0
2069,Cub Swanson,30,14,0,Orthodox,70.0,145.0,68.0,4.67,0.5,3.86,0.59,1.04,0.5,0.63,0.4
2070,Mike Swick,15,6,0,Orthodox,77.0,170.0,73.0,2.36,0.37,2.29,0.54,1.06,0.5,0.61,0.6
2071,Oumar Sy,11,0,0,Orthodox,83.0,205.0,76.0,4.81,0.59,1.71,0.73,3.21,0.4,1.0,0.8
2072,Klaudia Sygula,6,2,0,Orthodox,69.0,135.0,68.0,1.89,0.37,6.0,0.36,0.0,0.0,0.33,0.0
2073,Kevin Syler,10,1,0,Switch,71.0,155.0,69.0,5.6,0.69,4.03,0.48,1.0,0.4,0.77,2.0
2074,Tim Sylvia,31,10,0,Orthodox,80.0,265.0,80.0,4.23,0.41,2.61,0.61,0.11,1.0,0.75,0.1
2075,Kevin Szaflarski,11,2,0,Orthodox,77.0,260.0,77.0,1.13,0.28,8.07,0.3,0.0,0.0,0.0,0.0
2076,Bartosz Szewczyk,8,3,1,Orthodox,73.0,205.0,76.0,2.7,0.33,3.52,0.47,0.0,0.0,0.0,0.0
2077,Justin Tafa,7,4,0,Southpaw,74.0,264.0,72.0,4.09,0.54,5.02,0.47,0.0,0.0,0.5,0.0
2078,Junior Tafa,6,3,0,Orthodox,75.0,240.0,75.0,3.36,0.49,2.84,0.51,0.0,0.0,0.77,0.0
2079,Khalid Taha,13,5,0,Orthodox,69.0,135.0,65.0,2.64,0.32,4.12,0.46,0.0,0.0,0.61,0.2
2080,Tatsuro Taira,16,1,0,Orthodox,70.0,125.0,67.0,2.99,0.6,2.69,0.46,2.73,0.44,0.45,1.6
2081,Mairbek Taisumov,27,6,0,Orthodox,73.0,155.0,69.0,2.98,0.39,3.03,0.64,1.34,0.63,0.88,0.0
2082,Payton Talbott,9,0,0,Switch,70.0,135.0,70.0,8.38,0.55,3.57,0.51,0.0,0.0,0.9,0.5
2083,Nordine Taleb,15,7,0,Orthodox,74.0,170.0,73.0,3.66,0.51,2.62,0.66,1.94,0.76,0.73,0.0
2084,Murtaza Talha,6,1,0,Orthodox,74.0,205.0,72.0,4.91,0.58,8.29,0.3,0.0,0.0,1.0,0.0
2085,Akitoshi Tamura,21,18,2,Orthodox,70.0,135.0,69.0,3.73,0.43,1.94,0.78,0.0,0.0,0.2,1.0
2086,Issei Tamura,10,8,0,Orthodox,63.0,135.0,65.0,1.89,0.53,4.58,0.44,0.92,0.25,0.33,0.0
2087,Michinori Tanaka,11,3,0,Orthodox,67.0,135.0,65.0,1.97,0.37,1.99,0.5,2.4,0.38,0.43,0.2
2088,Evan Tanner,32,8,0,Orthodox,74.0,185.0,72.0,3.05,0.59,2.64,0.56,2.55,0.43,0.25,1.3
2089,Kasey Tanner,6,1,0,Orthodox,69.0,135.0,67.0,6.6,0.5,6.67,0.63,2.0,0.33,0.0,0.0
2090,Otari Tanzilovi,9,1,0,Orthodox,70.0,135.0,70.0,4.53,0.72,3.33,0.55,4.0,0.25,0.0,0.0
2091,Manny Tapia,12,14,1,Orthodox,67.0,135.0,65.0,2.69,0.21,4.74,0.58,0.49,0.4,0.66,0.2
2092,Miesha Tate,20,9,0,Orthodox,65.0,135.0,66.0,2.62,0.45,2.98,0.51,2.02,0.31,0.55,1.3
2093,Aaron Tau,8,1,0,Switch,66.0,135.0,64.0,5.07,0.56,5.0,0.58,0.0,0.0,0.54,0.0
2094,Deividas Taurosevicius,17,5,0,Southpaw,68.0,145.0,69.0,2.13,0.43,1.82,0.59,2.0,0.28,0.5,0.3
2095,Thiago Tavares,21,7,1,Orthodox,70.0,145.0,67.0,2.0,0.4,2.31,0.62,3.83,0.42,0.62,1.5
2096,Brad Tavares,20,11,0,Orthodox,74.0,185.0,73.0,3.43,0.43,3.31,0.55,0.74,0.26,0.8,0.0
2097,Ramon Taveras,10,3,0,Southpaw,70.0,135.0,68.0,4.63,0.45,5.41,0.65,0.0,0.0,1.0,0.0
2098,Paul Taylor,11,6,1,Orthodox,72.0,155.0,72.0,4.44,0.47,4.47,0.55,0.27,0.25,0.56,0.5
2099,Jesse Taylor,31,15,0,Orthodox,73.0,170.0,72.0,1.94,0.65,0.55,0.38,7.28,0.5,1.0,3.1
2100,Danielle Taylor,9,4,0,Orthodox,60.0,115.0,60.0,2.75,0.29,3.31,0.71,0.2,0.2,0.7,0.2
2101,James Te Huna,16,9,0,Orthodox,75.0,185.0,74.0,4.04,0.51,2.99,0.62,2.75,0.37,0.58,0.2
2102,Cam Teague,7,1,0,Orthodox,69.0,145.0,70.0,5.87,0.27,20.14,0.35,0.0,0.0,0.0,0.0
2103,Glover Teixeira,33,9,0,Orthodox,76.0,205.0,74.0,3.73,0.49,4.43,0.51,2.11,0.33,0.6,0.9
2104,Tallison Teixeira,7,0,0,Orthodox,83.0,258.0,79.0,14.87,0.54,9.74,0.58,0.0,0.0,0.0,0.0
2105,Ramazan Temirov,18,2,0,Orthodox,63.0,125.0,64.0,8.12,0.41,1.41,0.75,0.0,0.0,0.0,0.0
2106,Taneisha Tennant,5,1,0,Orthodox,70.0,145.0,67.0,5.67,0.55,3.4,0.71,0.0,0.0,1.0,0.0
2107,David Teymur,8,2,0,Southpaw,73.0,155.0,69.0,4.69,0.43,3.53,0.55,0.94,0.33,0.77,0.0
2108,Daniel Teymur,7,4,0,Orthodox,69.0,145.0,65.0,3.08,0.46,3.93,0.56,0.56,0.18,0.6,0.3
2109,Alexia Thainara,11,1,0,,67.0,115.0,64.0,6.73,0.39,3.07,0.71,3.0,1.0,0.0,1.0
2110,Brandon Thatch,11,5,0,Switch,74.0,170.0,74.0,2.7,0.42,3.63,0.52,1.36,0.66,0.5,0.7
2111,Elias Theodorou,16,3,0,Orthodox,75.0,185.0,73.0,4.19,0.42,2.39,0.53,1.27,0.28,0.59,0.0
2112,Paulo Thiago,18,9,0,Orthodox,74.0,170.0,71.0,1.71,0.39,1.99,0.63,1.42,0.31,0.63,1.2
2113,Nick Thompson,38,14,1,Orthodox,74.0,170.0,73.0,1.87,0.42,1.8,0.49,1.06,1.0,0.35,2.6
2114,Oli Thompson,17,10,0,Orthodox,75.0,242.0,73.0,1.66,0.46,5.31,0.46,0.0,0.0,0.5,0.5
2115,Stephen Thompson,17,8,1,Orthodox,75.0,170.0,72.0,4.11,0.46,3.02,0.55,0.25,0.41,0.63,0.0
2116,Josh Thomson,22,9,0,Orthodox,71.0,155.0,70.0,2.59,0.47,2.12,0.64,1.92,0.39,0.54,1.3
2117,Simeon Thoresen,17,6,1,Orthodox,79.0,170.0,73.0,3.85,0.43,3.85,0.64,1.12,0.4,0.5,1.7
2118,Gleison Tibau,33,14,0,Southpaw,71.0,155.0,70.0,1.95,0.31,2.51,0.63,4.08,0.53,0.92,0.8
2119,Darren Till,18,5,1,Southpaw,74.0,185.0,72.0,2.3,0.46,3.31,0.56,0.55,0.46,0.69,0.0
2120,Denis Tiuliulin,10,10,0,Orthodox,77.0,185.0,73.0,3.61,0.41,5.23,0.38,0.96,0.42,0.72,0.0
2121,Dusko Todorovic,12,5,0,Orthodox,74.0,185.0,73.0,5.35,0.57,4.8,0.46,0.92,0.12,0.45,0.0
2122,Tuco Tokkos,10,5,0,Orthodox,76.0,205.0,76.0,3.26,0.43,4.57,0.45,1.96,1.0,0.33,0.0
2123,Kazuki Tokudome,18,7,1,Southpaw,73.0,155.0,71.0,2.26,0.41,3.63,0.53,2.0,0.38,0.78,0.0
2124,Puja Tomar,9,4,0,Southpaw,59.0,115.0,64.0,6.33,0.47,5.6,0.44,0.0,0.0,1.0,0.0
2125,Tyler Toner,15,7,0,Orthodox,70.0,145.0,68.0,2.95,0.52,2.13,0.62,0.0,0.0,0.54,0.4
2126,Ilia Topuria,16,0,0,Orthodox,69.0,145.0,67.0,4.69,0.47,3.84,0.64,2.02,0.61,0.92,1.1
2127,Miguel Torres,44,9,0,Orthodox,76.0,135.0,69.0,3.98,0.43,1.86,0.74,0.0,0.0,0.17,1.6
2128,Jose Torres,8,1,0,Orthodox,65.0,125.0,64.0,4.37,0.36,9.84,0.5,1.28,0.33,0.75,0.0
2129,Desmond Torres,7,2,0,Orthodox,69.0,135.0,66.0,4.8,0.64,11.78,0.48,0.0,0.0,1.0,0.0
2130,Manuel Torres,15,3,0,Switch,73.0,155.0,70.0,7.17,0.55,4.53,0.52,2.26,0.66,0.88,1.1
2131,Eduardo Torres Caut,16,2,0,Orthodox,70.0,135.0,67.0,1.1,0.34,1.24,0.65,2.06,0.33,0.5,0.0
2132,Salim Touahri,10,4,0,Orthodox,72.0,170.0,70.0,2.6,0.46,2.87,0.58,0.0,0.0,0.83,0.0
2133,Dequan Townsend,21,12,0,Orthodox,79.0,205.0,75.0,1.23,0.34,3.92,0.38,0.0,0.0,0.46,0.0
2134,Francisco Trevino,13,3,0,Orthodox,70.0,155.0,69.0,2.65,0.42,2.42,0.64,0.97,0.22,0.41,0.0
2135,Frank Trigg,21,9,0,Southpaw,71.0,170.0,69.0,2.79,0.46,1.9,0.56,2.35,0.47,0.75,0.8
2136,Francisco Trinaldo,28,9,0,Southpaw,70.0,170.0,69.0,3.13,0.45,2.67,0.6,0.98,0.42,0.6,0.5
2137,Michael Trizano,11,3,0,Orthodox,71.0,145.0,71.0,3.63,0.53,4.4,0.5,0.36,0.66,0.72,0.5
2138,Antonio Trocoli,12,5,0,Orthodox,79.0,185.0,78.0,1.29,0.5,5.79,0.23,0.84,0.11,0.5,0.8
2139,Abel Trujillo,15,8,0,Orthodox,70.0,155.0,68.0,2.65,0.41,2.31,0.59,2.18,0.45,0.4,0.4
2140,Arman Tsarukyan,22,3,0,Orthodox,72.0,155.0,67.0,3.79,0.48,1.84,0.53,3.25,0.37,0.75,0.0
